datetime,open,high,low,close,volume
1636959600000,65675.9,65749.9,65487.8,65576.3,169.71169637
1636963200000,65576.3,65822.3,65269.0,65746.3,646.36740868
1636966800000,65746.4,66342.4,65686.6,65968.8,626.00462783
1636970400000,65968.9,66040.0,65729.0,65922.0,183.90989957
1636974000000,65922.0,65941.1,65614.9,65730.9,272.45603927
1636977600000,65730.9,65945.2,65537.7,65680.0,238.00705705
1636981200000,65680.0,65800.0,65309.3,65498.6,443.17690131
1636984800000,65498.6,65498.6,64750.0,64837.5,689.28316257
1636988400000,64837.5,64880.0,64228.7,64280.0,1988.15311807
1636992000000,64280.0,64425.0,63893.4,64259.2,1949.1976102
1636995600000,64259.3,64428.3,64016.6,64030.2,786.00362306
1636999200000,64030.2,64180.0,63627.8,63822.2,542.02761639
1637002800000,63822.3,64299.0,63650.0,64256.6,421.82702576
1637006400000,64256.5,64256.5,63781.1,63897.6,349.47650668
1637010000000,63897.7,64011.5,63364.0,63888.1,505.11369515
1637013600000,63888.0,64020.0,63428.4,63981.5,281.12250158
1637017200000,63974.2,63993.0,63500.2,63608.8,338.78330853
1637020800000,63608.8,63614.1,62468.4,62538.0,1421.59426362
1637024400000,62537.9,62647.3,60900.0,62112.0,3274.69809064
1637028000000,62102.6,62199.3,61500.2,61629.0,714.41528823
1637031600000,61629.0,61799.5,60404.7,60885.3,3018.39734496
1637035200000,60897.4,61501.0,60305.0,61199.6,1437.78361209
1637038800000,61192.0,61433.9,60730.0,60953.9,540.0749122
1637042400000,60954.0,60996.1,60288.6,60829.3,643.6657471
1637046000000,60829.3,61055.2,60400.0,60809.9,587.87714103
1637049600000,60809.9,61021.9,60585.2,60990.3,500.80440256
1637053200000,60990.2,61270.7,60131.0,60171.4,806.20877
1637056800000,60170.3,60301.6,58393.1,60170.8,3800.50899941
1637060400000,60166.1,60642.2,60042.3,60565.6,524.34192126
1637064000000,60565.6,60853.0,60034.8,60054.6,490.78169364
1637067600000,60054.6,60759.3,60054.5,60538.9,374.8042907
1637071200000,60538.9,61367.0,60457.6,60901.1,789.15201079
1637074800000,60901.1,61065.6,60580.2,60680.0,439.63448193
1637078400000,60680.0,60920.0,60355.1,60655.4,371.91906748
1637082000000,60653.0,60780.0,60184.5,60463.3,325.8667776
1637085600000,60463.2,60632.1,59908.5,59908.5,371.64807387
1637089200000,59922.1,60626.3,59792.1,60211.8,492.77616786
