datetime,open,high,low,close,volume
1634094000000,56412.6,56450.0,56245.6,56275.7,444.75991821
1634097600000,56275.7,56355.7,56033.0,56078.0,482.26950151
1634101200000,56078.0,56200.0,54985.3,55012.9,1331.99315709
1634104800000,55019.6,55500.0,54745.8,55359.8,946.61132995
1634108400000,55359.8,55461.2,54556.6,54609.6,1031.62117091
1634112000000,54612.0,55288.5,54465.8,54624.0,619.73884336
1634115600000,54624.0,54937.4,54204.3,54878.5,539.35776266
1634119200000,54878.5,55132.4,54398.6,54645.5,393.27544708
1634122800000,54645.5,55210.2,54489.1,55210.0,437.11269366
1634126400000,55210.1,55342.0,54829.7,55048.1,503.59279377
1634130000000,55048.1,55222.0,54800.0,54895.5,520.90381349
1634133600000,54895.4,55886.9,54512.1,55781.2,717.70690125
1634137200000,55781.2,56427.8,55781.2,56152.9,660.82370592
1634140800000,56152.8,57100.0,56073.5,56924.1,535.31668106
1634144400000,56924.1,57228.2,56774.7,56870.7,468.83950567
1634148000000,56872.5,57190.0,56840.5,56976.2,380.31141538
1634151600000,56972.8,57294.8,56962.3,57260.5,428.17958392
1634155200000,57260.5,57500.0,56639.4,56982.3,590.78382042
1634158800000,56982.3,57737.6,56910.0,57513.8,385.32046934
1634162400000,57513.7,57777.0,57336.7,57376.0,274.57373224
1634166000000,57376.1,57453.5,57175.1,57365.3,271.62321696
1634169600000,57365.4,57744.9,57154.8,57730.9,756.16415949
1634173200000,57728.8,58464.1,57627.6,58297.9,2524.09572386
1634176800000,58298.0,58543.1,58087.5,58219.3,3268.19997791
1634180400000,58219.3,58273.6,58035.1,58066.7,1888.33501849
1634184000000,58066.7,58167.9,57691.0,57983.7,1962.41877892
1634187600000,57983.7,58109.6,57800.0,57961.0,2467.3556344
1634191200000,57960.2,58081.2,57478.4,57676.0,524.74778558
1634194800000,57676.0,57795.1,57346.8,57367.5,630.54876014
1634198400000,57367.5,57710.0,57361.4,57478.7,620.50494659
1634202000000,57478.8,57726.6,57224.9,57419.5,671.30947352
1634205600000,57419.5,57808.0,57265.2,57665.2,334.24911908
1634209200000,57665.2,58166.2,57564.6,57630.6,413.67812487
1634212800000,57630.6,57900.0,57426.0,57565.9,386.75345671
1634216400000,57565.9,57766.0,57280.3,57413.5,293.56544216
1634220000000,57413.5,57622.0,57236.6,57386.9,326.89372657
1634223600000,57386.8,57826.6,56949.4,57346.0,552.85204135
1634227200000,57346.0,57450.7,56985.7,57110.6,328.63565833
1634230800000,57110.6,57255.2,57071.5,57196.8,230.75304527
1634234400000,57196.8,58153.8,56823.8,58049.9,662.24310437
1634238000000,58049.9,58049.9,56793.2,57836.8,608.51037893
1634241600000,57846.2,57873.7,57416.9,57431.1,192.68813906
1634245200000,57431.1,57756.9,57427.5,57751.2,172.41903295
1634248800000,57751.2,57760.4,57469.1,57588.2,185.25390091
1634252400000,57588.3,57647.5,57215.2,57346.6,258.07118201
1634256000000,57341.4,57453.2,56991.2,57047.1,780.1577395
1634259600000,57047.1,57302.0,56858.5,57246.2,3846.75680945
1634263200000,57253.7,59334.6,57100.0,59100.0,2012.02816168
1634266800000,59091.4,59450.0,58854.4,59411.5,890.73972264
1634270400000,59411.5,59736.9,59140.3,59613.0,958.96998699
1634274000000,59613.0,60052.2,59402.8,59574.0,1245.38099547
1634277600000,59574.0,59720.0,59386.3,59668.1,484.12793643
1634281200000,59650.1,59683.1,59229.0,59229.1,499.54235851
