datetime,open,high,low,close,volume
1634094000000,0.0037414,0.0037523,0.003706,0.0037368,143101160.678304
1634097600000,0.003737,0.0037441,0.0037149,0.0037231,110076833.033911
1634101200000,0.0037219,0.0037412,0.0036122,0.0036122,485700901.960707
1634104800000,0.0036077,0.0036463,0.0036021,0.0036247,388625063.184546
1634108400000,0.0036235,0.0036379,0.0035853,0.0035869,238576574.195824
1634112000000,0.0035882,0.0036289,0.0035853,0.0036041,220600416.827085
1634115600000,0.0036036,0.003634,0.0035881,0.0036335,193032174.240298
1634119200000,0.0036332,0.0036611,0.0036132,0.0036255,213335736.838399
1634122800000,0.0036245,0.0036538,0.0036163,0.003651,139479201.551984
1634126400000,0.0036522,0.0036549,0.00363,0.0036543,110907591.00605
1634130000000,0.0036535,0.0036591,0.0036189,0.0036274,143263391.479622
1634133600000,0.003626,0.0036651,0.0036,0.0036508,204495356.341611
1634137200000,0.0036515,0.0036894,0.0036505,0.003667,168071743.803899
1634140800000,0.0036669,0.003687,0.0036601,0.0036791,136288811.111412
1634144400000,0.0036791,0.0037005,0.003672,0.0036757,115285635.061326
1634148000000,0.0036771,0.0037059,0.0036728,0.0036842,194677467.503374
1634151600000,0.0036849,0.0037262,0.0036802,0.0037073,180082947.35926
1634155200000,0.0037095,0.0037289,0.0036868,0.003706,197056069.825717
1634158800000,0.0037077,0.0037313,0.0036999,0.003719,172486050.256341
1634162400000,0.0037189,0.0037572,0.0037019,0.00375,183625010.94046
1634166000000,0.00375,0.00376,0.0037318,0.0037598,130378116.913447
1634169600000,0.00376,0.0037642,0.0037201,0.0037267,186027382.244309
1634173200000,0.0037282,0.0037808,0.003724,0.0037774,220818867.581891
1634176800000,0.0037796,0.0037842,0.0037524,0.0037705,171305349.940899
1634180400000,0.0037708,0.0037842,0.0037708,0.003777,96588645.773815
1634184000000,0.0037771,0.00378,0.0037427,0.0037427,150386683.200063
1634187600000,0.0037431,0.0037706,0.0037431,0.0037636,150712691.328104
1634191200000,0.0037612,0.0037983,0.0037612,0.0037784,211335928.248058
1634194800000,0.0037785,0.0037917,0.0037504,0.0037509,137695356.637382
1634198400000,0.0037507,0.0037837,0.0037503,0.0037677,179604848.069407
1634202000000,0.0037679,0.0037829,0.00376,0.0037666,206080291.177722
