datetime,open,high,low,close,volume
1636959600000,0.003963,0.0039779,0.003916,0.0039415,1207595425.658392
1636963200000,0.0039416,0.003961,0.0038854,0.0039148,829290750.062414
1636966800000,0.0039148,0.0039537,0.0038904,0.0039028,1327514978.598605
1636970400000,0.0039028,0.0039352,0.0038801,0.0039198,872588891.501274
1636974000000,0.0039219,0.0039566,0.0039054,0.0039318,955197567.080464
1636977600000,0.0039321,0.0039431,0.0038909,0.0038957,590235473.354713
1636981200000,0.0038962,0.003915,0.003883,0.0039014,278013324.850943
1636984800000,0.0039,0.0039069,0.0038645,0.0038835,1086540805.173968
1636988400000,0.0038835,0.0038835,0.0038331,0.0038612,1086872477.988242
1636992000000,0.0038605,0.0038643,0.0038109,0.0038297,753548850.564362
1636995600000,0.0038298,0.0038476,0.0038214,0.0038256,856046734.018232
1636999200000,0.0038258,0.0038389,0.003789,0.003802,1104444061.454548
1637002800000,0.003802,0.003834,0.0037866,0.0038257,708732732.306592
1637006400000,0.0038259,0.0038259,0.0037701,0.0037807,726223703.921678
1637010000000,0.0037804,0.0038335,0.0037422,0.0038148,1312201263.233382
1637013600000,0.0038146,0.003824,0.0037742,0.0038239,1060372108.913401
1637017200000,0.0038238,0.0038242,0.0037918,0.0038095,1248065197.973257
1637020800000,0.0038089,0.0038119,0.0036611,0.003683,2082664865.276997
1637024400000,0.0036838,0.0036937,0.0035327,0.0036658,2019435163.17135
1637028000000,0.0036658,0.0036824,0.0036232,0.0036366,1742893129.922421
1637031600000,0.0036366,0.0036625,0.0035684,0.0036099,1218793656.303103
1637035200000,0.0036103,0.00365,0.0035675,0.003639,728134246.077068
1637038800000,0.0036384,0.0036512,0.0036052,0.0036131,478152562.034652
1637042400000,0.0036138,0.0036388,0.0035815,0.0036321,595664679.365432
1637046000000,0.0036326,0.0036489,0.003608,0.0036219,563209411.651173
1637049600000,0.0036218,0.003649,0.0036091,0.0036487,496029541.118628
1637053200000,0.0036487,0.003675,0.0035617,0.0035617,759033069.709305
1637056800000,0.0035602,0.0035695,0.0032896,0.0035137,2869637028.018435
1637060400000,0.0035139,0.0035649,0.003504,0.0035593,831246846.965655
1637064000000,0.0035586,0.0035656,0.0035026,0.0035089,1034585758.803362
1637067600000,0.0035086,0.0035762,0.0035056,0.0035644,578108899.0981
1637071200000,0.0035639,0.0036156,0.0035599,0.0035921,833488207.482819
1637074800000,0.0035921,0.0036014,0.0035532,0.0035639,503816910.560385
1637078400000,0.0035608,0.0035882,0.003557,0.0035758,656836132.403429
1637082000000,0.0035754,0.0035893,0.0035472,0.0035617,541267358.511428
1637085600000,0.0035617,0.003577,0.0035242,0.0035242,721360554.669596
1637089200000,0.0035223,0.003575,0.003515,0.0035518,549525909.044364
1637092800000,0.0035514,0.0035552,0.003454,0.0034984,886702741.717487
1637096400000,0.0034988,0.0035574,0.003495,0.0035478,509569774.454962
1637100000000,0.0035511,0.0035748,0.0035491,0.0035609,289675955.588952
1637103600000,0.0035609,0.0035717,0.0035114,0.0035154,208119621.053688
1637107200000,0.0035141,0.0035392,0.0034862,0.0034935,869527741.183586
1637110800000,0.0034929,0.0035432,0.0034757,0.0034822,895606641.906089
1637114400000,0.0034813,0.0035001,0.0034625,0.0034805,1398047506.692912
1637118000000,0.0034805,0.0035176,0.00344,0.0034742,1051226284.343081
1637121600000,0.003475,0.0034997,0.0034495,0.0034947,1819450683.074503
1637125200000,0.0034946,0.003511,0.0034819,0.0034956,805705287.929717
1637128800000,0.0034957,0.0035024,0.0034642,0.0034926,794669050.080613
1637132400000,0.003493,0.0035367,0.0034775,0.0035093,964368077.018269
1637136000000,0.0035096,0.0035353,0.003502,0.0035058,582164613.448471
1637139600000,0.0035058,0.0035058,0.0034674,0.0034754,1111541727.422529
1637143200000,0.0034755,0.0035869,0.0034716,0.0035729,961778591.502398
1637146800000,0.0035758,0.0035997,0.0035626,0.003594,781869526.079426
1637150400000,0.0035939,0.0035971,0.0035733,0.0035821,628770490.335262
1637154000000,0.0035824,0.0035921,0.0035636,0.0035834,583735754.357407
1637157600000,0.0035833,0.0035981,0.0035368,0.0035453,1442450921.529165
1637161200000,0.0035454,0.0035635,0.0035252,0.0035564,1458450758.229897
1637164800000,0.0035575,0.0036029,0.0035367,0.0036008,2230442934.643669
1637168400000,0.0036023,0.0036045,0.0035684,0.0035864,1093600361.005773
1637172000000,0.0035868,0.0035999,0.0035828,0.003589,612739325.999706
1637175600000,0.0035883,0.0035963,0.0035556,0.0035654,1611267310.290226
1637179200000,0.0035646,0.0035881,0.0035531,0.0035787,816879462.665643
1637182800000,0.0035786,0.0035801,0.003548,0.0035798,1129124893.637643
1637186400000,0.0035797,0.0035841,0.0035588,0.0035677,940973250.54886
1637190000000,0.0035676,0.0036087,0.0035572,0.0036087,643826792.005928
1637193600000,0.0036069,0.0036581,0.003585,0.0036555,1477847117.762299
1637197200000,0.0036557,0.0036602,0.0036107,0.0036335,996991210.570256
1637200800000,0.003633,0.0036636,0.0036319,0.003657,1527282981.316281
1637204400000,0.0036572,0.0036604,0.0036116,0.0036136,1352290942.206737
1637208000000,0.0036136,0.0036232,0.0035102,0.0035213,1742522032.795841
1637211600000,0.0035222,0.0035274,0.0034937,0.0035068,1184617402.450343
1637215200000,0.0035057,0.003513,0.0034796,0.0035023,1326237061.706195
1637218800000,0.0035022,0.0035048,0.0034688,0.0034924,1357341762.856033
1637222400000,0.0034924,0.0034985,0.0034657,0.0034784,1244575536.80398
